Month,Positive,Neutral,Negative,Feature Title,Feature Description,Feature Type
8/1/2022,4256,332,1089,Support up to 25 custom languages for interpretation,"Up to 25 custom languages for interpretation can be used during a meeting or webinar. Previously, only up to 5 custom languages were supported. This option is only available if Enable language interpretation by default is enabled. This enhancement must be enabled by Zoom and requires client version 5.11.2 or higher.",Meeting/webinar features
8/1/2022,4256,332,1089,Broadcast mic audio to all breakout rooms,"Meeting hosts can broadcast their microphone audio to all breakout rooms in a meeting. Previously, only device audio could be shared to breakout rooms from the main session.",Meeting features
8/1/2022,4256,332,1089,Support for multi-language and translated captions in Webinars,"Zoom Webinars hosts can enable translated captions to support webinars with multiple different language speakers, allowing attendees to view captions in the language that best suits them. Additionally, automated captions in Webinars support additional languages in addition to English, which has been the only supported language thus far. Previously, these captioning features were only available for meetings. The Translated Captions feature is currently only available for Zoom One Business Plus and Zoom One Enterprise Plus accounts.",Webinar features
8/1/2022,4256,332,1089,Enhanced collaboration cursors,"In-meeting Whiteboard users will see fewer collaboration cursors, which are cursors labeled with the name of the participants controlling them, when collaborating with others on a Whiteboard. Inactive cursors will disappear until active again. Users can also enable and disable viewing all collaborator’s cursors when viewing a Whiteboard.",Whiteboard features
8/1/2022,4256,332,1089,Additional shapes and enhanced shape creation,"Additional shapes are available for the in-meeting Whiteboard experience, including pentagons, hexagons, octagons, hearts, arrows, clouds, and stars. Previously, these shapes could only be added through the out-of-meeting experience.",Whiteboard features
8/1/2022,4256,332,1089,Dark mode support for Whiteboard Dashboard,"The out-of-meeting Whiteboard Dashboard, accessed by clicking the Whiteboard tab in the client, follows the client’s light or dark theme.",Whiteboard features
8/1/2022,4256,332,1089,External users notice when composing messages in chats,Chats and channels that include external users will have enhanced labeling in the compose box to remind users that external contacts are present. The notification is clickable to provide more information regarding who can see messages in the chat or channel.,Chat features
8/1/2022,4256,332,1089,Profile card for meeting hosts,"When users view an upcoming meeting in either the Home page or the Meetings tab, the meeting host’s name provides the host’s profile card on hover. An option to chat directly with the host is also provided next to their name. If the host is not already a contact, the option to add them as a contact is provided.",Chat features
8/1/2022,4256,332,1089,Desk phone call control setting enhancement,"When pairing or unpairing a desk phone to the Zoom desktop client, users can see the pairing/unpairing in process, then click on the OK button to close the dialog box once the process is over.",Phone features
8/1/2022,4256,332,1089,Restricted Calls/SMS hours and location,"If admins restrict calls and SMS for a location and/or during a time frame, users will be notified on their Zoom client that they are unable to send SMS and place calls during restricted hours/locations.",Phone features
8/1/2022,4256,332,1089,Location sharing for Windows clients,"If admins enabled a policy to allow Windows clients to automatically share their locations, users will be notified in the Zoom app that their admins enabled this feature on their behalf under Location Permission.",Phone features
